-2.669360759362721769e+00,4.065285863801267330e-01,2.049995192955134549e+00,4.450376345700601810e+00,1.250581995909400490e+01,1.137417058209321219e+01
1.754369273588317069e-01,-7.733277800660054435e-01,1.841964337324404122e+00,3.928242982576234610e+00,2.282827554293478389e+00,6.190480157931325778e+00
-5.857038069511380840e+00,-2.500943944769908889e+00,9.495375301277491076e-01,5.977977035327115551e+00,1.495449544544184128e+01,8.235330941434146013e+00
-6.319062072485267301e+00,-1.006198219043483499e+00,1.894582391818585343e+00,4.795757085832323519e+00,1.161248171306062282e+01,8.133299330446096320e+00
1.677812830597281035e+00,3.806248198667446792e-01,2.135480366294257859e+00,4.945306437376370212e+00,8.219752166810707195e+00,1.155256214644436241e+01
6.100764038340424911e-01,-6.294745476565514197e-01,9.263662346337380171e-01,4.020415231779150389e+00,8.129560248774785336e+00,8.156985500214542384e+00
-6.728498081200714465e-01,-1.235990204831708850e+00,9.836921903659475719e-01,3.539096925768276503e+00,4.796136341817475390e+00,5.161671473966452872e+00
-6.514664490126742535e+00,-2.222421444153708237e+00,9.139649496987402033e-01,4.678212360157856686e+00,1.186029355459636392e+01,5.537422287473657612e+00
-7.068698542201950374e+00,-1.517655996561011689e+00,1.732860982390135751e+00,5.424258604272838014e+00,1.391945043711620400e+01,8.704606495004634681e+00
-1.577973352687097597e+00,-1.329284681126291279e+00,1.327562308324701457e+00,4.496192805894046352e+00,7.094434934742513299e+00,7.046722931147374247e+00
2.799302169647094107e+00,2.359034450596640409e-01,1.684220506356385094e+00,4.974015069980682213e+00,8.729668259388429163e+00,1.166074343218921783e+01
1.224045802251841009e+00,-1.430888833580941100e+00,1.201488826904893115e+00,4.532087395939212726e+00,4.867364725238129353e+00,7.095284980336215241e+00
2.824318706176495164e-01,1.429667945662740081e-01,2.114768658956604153e+00,6.343430116451370004e+00,1.455485194835300256e+01,1.517810240394012666e+01
3.802127979128932633e+00,-1.711089521466059304e-01,1.610702075710020331e+00,4.055387166357525608e+00,2.893905880939935393e+00,8.648675143958685751e+00
2.833587785757605726e+00,-4.601888412774326476e-01,1.940597214480066945e+00,5.442439434426428413e+00,7.460040927362612706e+00,1.120686440509545889e+01
-3.707455272956154069e+00,-2.302102928301890949e-01,1.107795234634139536e+00,4.518840148739988294e+00,1.541531252361194326e+01,1.032555806151409428e+01
-2.910375153882783561e+00,-6.810173442957482282e-01,2.292480755196601994e+00,6.424133991063555094e+00,1.356552880868291844e+01,1.281606971659146055e+01
-5.898267803663089559e+00,-2.580367426621755111e+00,1.750728160449012805e+00,6.126819027353880287e+00,1.090143700946026861e+01,7.586170021170889122e+00
-5.024153664004090913e+00,-1.883256796285621926e+00,1.293393872806517741e+00,5.117443537912336637e+00,1.126920015462231461e+01,7.163947005556634551e+00
4.151688291134800757e+00,-3.805373052803276979e-01,1.361645027210619086e+00,4.088710584423955297e+00,3.417212368426328695e+00,8.369821988480367736e+00
-4.853064800093044084e+00,-1.504358631493218468e+00,1.774004001618479931e+00,5.360017807979937210e+00,1.038278128317881865e+01,8.189992638696665495e+00
-2.964578328970209231e+00,-9.568378377905707444e-01,1.011341652454116780e+00,4.180562140014264294e+00,1.040415237481547095e+01,7.385502309455178604e+00
-2.742874647111287256e+00,-7.771831595659800529e-01,1.571156316964498423e+00,5.353002818423195919e+00,1.215134233817227027e+01,1.019884998640284479e+01
-2.548808232934561158e+00,-5.611237835925171336e-01,1.303647079992160007e+00,4.692614183444949738e+00,1.177246664623425509e+01,9.358835825082593374e+00
-4.511181826120044924e+00,7.342082027172412706e-02,2.273778548386674814e+00,4.714144060618469467e+00,1.119420713004068446e+01,1.014998198992237732e+01
-2.547403462741890223e+00,-3.157203968065144251e-01,1.533858694855309235e+00,4.853421525490288602e+00,1.210985287062105087e+01,1.023579666470268279e+01
-5.089193434594867504e-01,-6.183764260910662447e-01,1.111026582012545783e+00,4.128887540776177367e+00,8.464877196035018869e+00,7.816938621566188239e+00
-5.184269220679314394e+00,-2.119255495396078492e-01,2.134428634889796061e+00,4.426151037159270274e+00,9.975568476418672503e+00,8.540648551654932419e+00
1.126880539337052456e+00,-5.677105728869396017e-01,1.645995105142029624e+00,5.585818372452111547e+00,1.035421848156887137e+01,1.172625391403044226e+01
-5.232179473241933998e+00,-2.344902761971116245e+00,1.457135034338639556e+00,5.751245569612745356e+00,1.095666736359649640e+01,7.472305094684442928e+00
2.180884734130521085e+00,2.716232661305786333e-01,1.198376297666511769e+00,4.097741702506675132e+00,8.840547001275478323e+00,1.021876369015821595e+01
-2.450665297554177169e+00,-2.695267954724360204e-01,1.385348811005258973e+00,3.219022688004316901e+00,7.178513055757959727e+00,6.489908081361322800e+00
-2.269435017793263398e+00,-7.567206519636506812e-01,1.221530509299784351e+00,3.040946937664731120e+00,4.842221747123687692e+00,4.776618765288347390e+00
9.464628514253187186e-01,-1.559058669750602144e+00,1.420823434559664866e+00,6.288508929911452050e+00,1.016727979649551017e+01,1.094556103535701652e+01
5.986949334878999274e-01,6.208362702293792612e-01,9.633735829760614600e-01,2.728543383195282335e+00,7.129326315046830231e+00,7.671849565976138763e+00
