-1.563104123910986853e+00,8.288729718425057180e-03,9.257233625348523232e-01,1.063314185349775842e+00,7.688696852661315306e-01,1.704508233801238282e+00
-2.133377833741915364e+00,-5.679419158423099079e-01,7.730784517061527472e-01,1.425810898435712959e+00,1.491367479688156195e+00,1.494535968414655747e+00
-1.497180467790456326e+00,-6.000366977828835990e-01,2.734609078405227378e-01,9.323194804241459188e-01,1.226373580311977518e+00,5.565747116299930575e-01
-1.012697237833627417e+00,-4.721957715489534524e-02,8.120459582021614109e-01,7.888976529261021442e-01,4.110569563752125011e-01,1.411926835809099057e+00
-1.656381922256223049e+00,9.100475456637367733e-02,8.002514627855632501e-01,9.979823186626105569e-01,7.667911157438311864e-01,1.642712084573927367e+00
-2.055367789478478979e+00,-9.550669880195082895e-01,3.291215405756522383e-01,1.352038886183164923e+00,1.825919775440626447e+00,5.696948635541759787e-01
-1.829645021485703404e+00,-8.087095183485950578e-01,4.388664274116427233e-01,1.234424758349836448e+00,1.592382828844155052e+00,6.957260354880644426e-01
-5.523628791244306058e-01,-1.748665730078875769e-01,1.627850612590572843e-01,5.396401238885519813e-01,4.330089992217469042e-01,1.706585002311414023e-01
-1.861714237814438011e+00,-5.184258377429087350e-01,8.257155880157205363e-01,1.308497969613837686e+00,1.129945200821391493e+00,1.544101529517779570e+00
-2.158290472908679813e+00,-3.973214416231218293e-01,1.003884460569962389e+00,1.473068440987104433e+00,1.369286283641432789e+00,1.762048192056857809e+00
-1.307935068751101992e+00,-3.333875809510479238e-01,7.171066799700080985e-01,1.134311854334895342e+00,7.441345995342570907e-01,1.223334071470075557e+00
-2.039679396874275685e+00,-4.470476186077415037e-01,5.371092645497728135e-01,1.222001789658440751e+00,1.557047390162807465e+00,1.050778751832178726e+00
-1.709152742219458343e+00,-3.421641608758267394e-01,4.713771744300307431e-01,7.339662252679879373e-01,1.296541195253883005e+00,8.083906130526846701e-01
-4.034709825857016874e-01,-3.648120343793778697e-02,9.037456538085039681e-02,3.897954834776766186e-01,2.807538701190501196e-01,3.616279376403926937e-01
-1.923865555493035506e+00,-3.939963054176701118e-01,8.972531319909519132e-01,1.389575514740686302e+00,1.274963980966807187e+00,1.662429045359829161e+00
-9.620278831310622447e-01,-2.854413016306969753e-01,3.469391600811250753e-01,6.313345079095883383e-01,5.891231405491027528e-01,6.324971821151104123e-01
-1.741626897115069461e+00,-6.158696735172601855e-01,3.401904553487888339e-01,9.345296443897554983e-01,1.442760689277562847e+00,4.550772432767202225e-01
-1.579137803852683319e+00,-7.025969111521110921e-01,4.646816072655393093e-01,1.214175411138765481e+00,1.173030065049093462e+00,7.698214920668611239e-01
-6.926271128365609764e-01,-1.837226958794047071e-02,5.950374153871305083e-01,6.712328836237574370e-01,1.065377067195542038e-01,1.176457578986888297e+00
-2.249934458482231836e+00,-1.011961262590211241e+00,4.498188019406262894e-01,1.447035308786654539e+00,1.925973168963953652e+00,7.956283132279232673e-01
-2.149620620050051389e+00,-8.815590730382033557e-01,1.933955519931030431e-01,1.031645452692831588e+00,1.913074134318791364e+00,3.963481237288663528e-01
-1.877659084034050574e+00,-3.902788847086071655e-01,8.225068361760997648e-01,1.356938986919961510e+00,1.069311672536450208e+00,1.518169364114729136e+00
-1.915370272807974672e+00,-8.577239871154772599e-01,3.744816030255174732e-01,1.346159823582218751e+00,1.618297558368649636e+00,7.760783994264583985e-01
-1.948067117029604667e+00,1.506037184869809809e-01,9.670957119050764828e-01,1.053916936711584817e+00,1.205732933008913488e+00,1.755258397694432260e+00
-2.149265861318697457e+00,-1.182436130631708160e+00,5.079186149857452259e-02,1.268780091380986574e+00,2.041622902681555995e+00,8.504728808268709802e-04
-1.858497320098009720e+00,-9.938075780170594342e-01,-2.958829172792221129e-02,9.975418359919003830e-01,1.703941600817424629e+00,1.362152015487204659e-01
-1.213801346464506548e+00,-4.117687523977389130e-01,1.368798075439216222e-01,5.147752245062254817e-01,1.126090261197861153e+00,2.323963492834177635e-01
-8.445067966989623365e-01,-4.066708487667872879e-02,7.348757941928855120e-01,7.600951365017237782e-01,3.606223970884744889e-01,1.344532375764029508e+00
-2.079745377578801069e+00,-8.281497507144475190e-01,4.796260879065818439e-01,1.352421675531678913e+00,1.805781142937352923e+00,8.938257790600158126e-01
-1.846421824661395705e+00,-5.139748467956249955e-01,7.984816316456687657e-01,1.287492845174828204e+00,1.289799717670437662e+00,1.311283173981194095e+00
-2.178835739289677775e+00,-5.715899157119674889e-01,8.440968804347673826e-01,1.521072501673966348e+00,1.469336187636342217e+00,1.568364296209711739e+00
-2.044290902258316223e+00,-9.827426363015726585e-01,-3.795659969685599711e-02,1.134444099332004630e+00,2.068476655146167520e+00,9.333650212770719379e-02
-1.624372108509960499e+00,-4.118109392466239305e-01,6.505710653907981200e-01,1.151476801014978291e+00,1.015800039737333460e+00,1.136806234946223348e+00
-8.391433220544457505e-01,-1.107393484400445161e-01,2.742686523163205270e-01,4.679192721455240900e-01,4.773752786235507251e-01,5.485229098164401407e-01
-9.049744907400447680e-01,-5.399098566438328417e-01,2.207743940856786991e-01,6.906815885179697911e-01,6.608302447636023036e-01,4.003394493640060614e-01
-1.492861653767465047e+00,-6.163456541331299166e-01,6.558925966506120586e-01,1.159159378427541798e+00,1.142347830735393144e+00,1.102324570443941498e+00
-1.232500974378344383e+00,-6.893467914142175079e-01,9.998710665662785546e-02,9.172076532204959110e-01,1.025862638500651958e+00,2.927215043450845378e-01
-1.309863105565411523e+00,-2.993452393493885588e-01,4.625494060340241687e-01,8.041175068981399887e-01,9.506785183250071603e-01,9.088294168316985999e-01
-1.136964409712360347e+00,-5.667489142829096327e-01,4.177223734923609655e-01,1.006391755174029790e+00,8.240194328624339537e-01,6.754459182144764151e-01
-1.411284162181607238e+00,-1.296950151972053877e-02,8.749019871798562331e-01,9.161754626261301437e-01,7.386111715985603787e-01,1.482305578112369293e+00
-2.687910916069266576e-01,1.559468539169571177e-01,4.604177430928984016e-01,3.259109743861040576e-01,-8.673744271642191972e-02,7.071236049021768499e-01
-2.055308323619140509e+00,-5.810783970625079675e-01,7.135888870367329551e-01,1.375068613315144184e+00,1.560874780938275030e+00,1.166032629198455073e+00
-2.637676785165190996e+00,-7.811496523738474806e-01,8.601100554970091405e-01,1.740739730323475509e+00,1.999336847732637423e+00,1.526005172623933426e+00
-1.315501910038716860e+00,-7.547813100092348737e-01,1.826096204458776406e-01,8.801772928817274133e-01,1.163472749648203797e+00,2.946289052884480397e-01
